incident_id,date,reports,Alleged deployer of AI system,Alleged developer of AI system,Alleged harmed or nearly harmed parties,description,title
519,03/04/2022,[2913],"[""starship-technologies""]","[""starship-technologies""]","[""starship-technologies""]","A Starship autonomous delivery robot struggled to navigate campus terrains of UCLA, reportedly getting stuck into a planter and falling off the stairs.",Starship Delivery Robot Ran into Problems Traversing Campus Terrains
520,08/05/2022,"[2914,3816]","[""amazon-fresh""]","[""amazon-fresh""]","[""amazon-fresh""]",Amazon Fresh's system of tracking cameras in its cashier-less stores was reported by shoppers for failing to detect items they purchased.,Amazon Fresh Cameras Failed to Register Purchased Items
527,08/05/2014,"[2931,2938]","[""uber"",""amazon""]","[""uber"",""amazon""]","[""uber-drivers"",""gig-workers"",""amazon-delivery-workers""]","Amazon and Uber were alleged in a multiyear ethnographic study using algorithmic systems based on gig workers' data to vary pay, such as by offering them lower wages for the same amount of work.",Tech Companies Reportedly Influenced Gig Workers' Behaviors Using Algorithms to Vary Pay for Same Amount of Work
531,15/09/2017,[2943],"[""transportation-security-administration""]","[""l3harris-technologies""]","[""transgender-travelers"",""gender-nonconforming-travelers""]","Transportation Security Administration (TSA)'s use of image-processing body scanners at airports led transgender and gender-nonconforming travelers to be subjected to allegedly discriminatory and invasive searches, such as being asked to remove undergarments in private rooms by officers not of their gender.",AI-Assisted Body Scanners Reportedly Subjected Transgender Travelers to Invasive Body Searches
532,20/06/2020,[2948],"[""us-citizenship-and-immigration-services""]","[""unknown""]","[""anonymous-pashto-speaking-refugee"",""pashto-speaking-asylum-seekers"",""dari-speaking-asylum-seekers""]","A Pashto-speaking refugee's asylum claim was denied by a US agency for a discrepancy between oral and written recount of an event allegedly due to an error of their automated translation tool which swapped pronouns of her written statement from ""I"" to ""we"".",AI translation is jeopardizing Afghan asylum claims
536,10/12/2012,"[2976,2977]","[""new-jersey-transit""]","[""national-weather-service""]","[""new-jersey-transit"",""new-jersey-transit-passengers""]","New Jersey Transit's use of a federal government storm modeling software underestimated the threat of storm surges to the Meadows Maintenance Complex, leaving millions of dollars worth of equipment in the rail yard before Hurricane Sandy struck.",NJ Transit's Use of Modeling Software Miscalculated Storm Surge Threat Level
538,15/05/2023,"[2993,2994,2995,2996,2997]","[""jared-mumm""]","[""openai""]","[""texas-aandm-university-students""]","A Texas A&M-Commerce professor reportedly informed his class of his misuse of ChatGPT to detect whether student submissions had been generated by the chatbot itself, which informed their graduation status.",Texas A&M Professor Misused ChatGPT to Detect AI Text Generation in Student Submissions
541,04/05/2023,"[3005,3006,3007,3008,3009,3010,3011,3014,3015,3016,3017,3018,3019,3020,3021,3022,3023,3024,3025,3026,3027,3028,3029,3030,3031,3032,3033,3034,3036,3037,3038,3039,3040,3041,3042,3043,3044,3045,3046,3047,3048,3049,3050,3051,3052,3053,3054,3055,3056,3057,3098,3116,3149,3150,3151,3155,3181,3183]","[""steven-a.-schwartz"",""peter-loduca""]","[""openai""]","[""roberto-mata"",""peter-loduca"",""steven-a.-schwartz""]","A lawyer in Mata v. Avianca, Inc. used ChatGPT for research. ChatGPT hallucinated court cases, which the lawyer then presented in court. The court determined the cases did not exist.",ChatGPT Reportedly Produced False Court Case Law Presented by Legal Counsel in Court
545,29/05/2023,"[3103,3104,3105,3106,3107,3108,3109,3110,3111,3112,3113,3114,3115,3117,3118,3119,3120,3121,3122,3123,3124,3125,3126,3127,3128,3129,3130,3131,3132,3133,3134,3135,3136,3137,3138,3139,3140,3141,3142,3143,3144,3145,3146,3147,3148,3153]","[""national-eating-disorders-association"",""cass""]","[""cass""]","[""people-with-eating-disorders""]","The National Eating Disorders Association (NEDA) has shut down its chatbot named Tessa after it gave weight-loss advice to users seeking help for eating disorders. The incident has raised concerns about the risks of using chatbots and AI assistants in healthcare settings, particularly in addressing sensitive issues like eating disorders. NEDA is investigating the matter, emphasizing the need for caution and accuracy when utilizing technology to provide mental health support.",Chatbot Tessa gives unauthorized diet advice to users seeking help for eating disorders
546,31/05/2019,"[3159,3161,3162]","[""national-aid-fund""]","[""the-world-bank"",""unicef"",""world-food-programme""]","[""jordanians-in-poverty""]","Takaful cash transfer program's algorithm which ranks families by their economic vulnerability level to determine financial assistance reportedly oversimplified people's economic situation, fueling social tension and perceptions of unfairness.",Algorithm to Distribute Social Welfare Reported for Oversimplifying Economic Vulnerability
549,05/01/2023,[3164],"[""wendy's"",""mcdonald's"",""hardee's""]","[""wendy's"",""mcdonald's"",""hardee's""]","[""fast-food-job-applicants"",""amanda-claypool""]","McDonald's, Wendy's, and Hardee's AI chatbots deployed to pre-screen job candidates and schedule interviews reportedly ran into issues such as not giving useful submission instructions, failing to relay information to the manager, and scheduling an interview when the manager was not available.",Fast Food Chains' AI Chatbots Failed to Assist Job Applicants with Scheduling Interviews
557,24/06/2020,"[3178,3190,3191,3192]","[""miami-police-department""]","[""clearview-ai""]","[""oriana-albornoz"",""george-floyd-protest-participants""]","Miami Police's arrest report for a George Floyd protestor did not disclose use of facial recognition, which allegedly did not meet the legal threshold for probable cause for arrest.",Miami Police Deployed Facial Recognition to Arrest George Floyd Protestor Allegedly without Cause
558,07/08/2020,"[3184,3188,3189]","[""new-york-city-police-department""]","[""clearview-ai""]","[""derrick-ingram"",""black-lives-matter-activists""]","Black Lives Matter activists alleged being targeted for arrest by New York Police using facial recognition, interfering with their right to protest.",Activists Allege NYPD's Application of Facial Recognition Interfered with Right to Protest
559,30/06/2023,"[3193,3269]","[""openai""]","[""openai""]","[""research-grant-administrators"",""research-grant-applicants""]","Peer reviewers of Australian government grant applications inserted applicants' work into generative AI systems such as ChatGPT to generate assessment reports, which allegedly posed confidentiality and security issues.","Grant Reviewers Fed Applications into Generative AI to Produce Reports, Allegedly Breaching Confidentiality"
562,30/11/2022,[3201],"[""openai""]","[""openai""]","[""publishing-editors"",""publishers""]","A surge in low-standard AI-generated content such as by ChatGPT was reported by publishers, which negatively impacted submission management process and editors' workflow.",Uptick in Low-Quality AI-Produced Content Degraded Publishers' Submission Management
566,19/09/2023,[3214],"[""gannett""]","[""ledeai""]","[""general-public"",""gannett"",""student-athletes"",""newspapers-relying-on-gannett""]","Gannett, a newspaper chain, temporarily halted its AI experiment that used a tool called LedeAI to generate high school sports articles. The decision came after several articles produced by the AI showed glaring errors, repetitive language, and awkward phrasing, drawing criticism and mockery on social media.",Gannett Halts AI-Generated High School Sports Articles After Series of Errors and Public Backlash
572,24/07/2023,[3225],"[""unspecified-university""]","[""turnitin""]","[""anonymous-student""]","A student was allegedly falsely accused of using AI to generate an essay assignment based on Turnitin's AI detector. The student, who claims to have written the essay by hand, also claims to have received a zero for the assignment. Despite multiple appeals to the professor, department head, and Turnitin support, no resolution seems to have been reached. The student claimed to be considering taking the issue to local news networks if the grade would come to harm their final standing.",Alleged False Accusation of AI-Generated Essay by Turnitin
574,05/07/2023,[3237],"[""go-media""]","[""openai"",""google""]","[""gizmodo-journalists""]","G/O Media began publishing AI-generated articles, against staff advice, that contained errors and quality issues. The first such article, a list of Star Wars movies, failed to maintain chronological order, causing internal concerns over journalistic credibility and ethics. Staff expressed that the AI was ""actively hurting our reputations and credibility"" and accused management of ""wasting everyone's time.""",AI-Generated Articles at G/O Media Allegedly Diminishes Reputation of Human Staff
577,30/06/2023,[3240],"[""red-ventures"",""bankrate""]","[""red-ventures"",""bankrate""]","[""journalistic-integrity"",""general-public""]","Bankrate, and its sister site CNET, both owned by Red Ventures, resumed publishing AI-generated articles claiming thorough human fact-checking. However, new articles are alleged to contain numerous factual errors, including inaccurate statistics and misleading information. Despite public criticism, the company defended its use of AI and blamed out-of-date datasets for the errors. In addition to the errors, the incident raises questions about the ethical use of AI in journalism, especially given the company's insistence on ""fact-checked"" content.",Bankrate's Resumption of AI-Generated Content Allegedly Continuing to Produce Inaccurate and Misleading Information
582,01/06/2023,[3248],"[""university-of-pennsylvania-health-system""]","[""unknown""]","[""black-men-who-underwent-lung-function-tests-between-2010-and-2020-and-potentially-received-inaccurate-or-delayed-diagnoses-and-medical-interventions-due-to-the-biased-algorithm""]","A study published in JAMA Network Open reveals that racial bias built into a commonly used medical diagnostic algorithm for lung function may be leading to underdiagnoses of breathing problems in Black men. The study suggests that as many as 40% more Black male patients might have been accurately diagnosed if the software were not racially biased. The software algorithm adjusts diagnostic thresholds based on race, affecting medical treatments and interventions.",Racial Bias in Lung Function Diagnostic Algorithm Leads to Underdiagnosis in Black Men
588,12/05/2023,[3256],"[""new-south-wales-government"",""australian-federal-government""]","[""unspecified""]","[""people-with-autism"",""lawyers-and-other-experts-who-were-not-informed-of-the-tool's-limitations"",""individuals-assessed-as-high-risk-based-on-the-flawed-criteria"",""general-public""]","An independent report found that the Vera-2R tool, designed to predict the risk of future terrorist activities, considered autism as a risk factor despite lacking empirical evidence to support this claim. The report called into question the tool's overall validity and reliability, stating it was ""extremely poor"" at accurately predicting risk. The inclusion of autism as a risk factor had potentially serious implications for the tool's use and credibility.",Australian Terrorism Prediction Tool Disparately Impacts Persons with Autism
591,24/07/2023,"[3262,3265]","[""cigna""]","[""cigna""]","[""patients""]","Cigna health insurer faces a class-action lawsuit for allegedly using the PXDX (""procedure-to-diagnosis"") algorithm to automatically reject over 300,000 patient claims in violation of California law, prompting two members to file the lawsuit seeking damages and a jury trial. Cigna disputes the allegations, claiming the process expedites physician reimbursement and does not result in care denials.",Cigna Algorithm PXDX Allegedly Rejected Thousands of Patient Claims En Masse in Breach of California Law
592,16/02/2023,"[3263,3275,3965]","[""detroit-police-department""]","[""unknown""]","[""porcha-woodruff""]","Porcha Woodruff was arrested and subsequently had charges dropped due to an unreliable facial recognition match. Despite being visibly pregnant, she was implicated in a robbery and carjacking based on an outdated photo used in a lineup.",Facial Recognition Misidentifies Pregnant Woman Leading to False Arrest in Detroit
598,25/11/2022,[3274],"[""jefferson-parish-sheriff's-office""]","[""unknown""]","[""randal-reid"",""minorities"",""black-people""]","The Jefferson Parish Sheriff's Office in Louisiana relied on facial recognition technology to identify suspects for the alleged theft of luxury purses, resulting in a man in Georgia, Randal Reid, being arrested. However, the technology produced a false match, leading to Reid's arrest and subsequent release. This incident highlights the potential pitfalls of facial recognition technology in law enforcement.",False Arrest of Georgia Man Due to Louisiana Police's Faulty Facial Recognition Technology
599,08/11/2023,"[3277,3326]","[""unnamed-south-gyeongsang-province-produce-distribution-center""]","[""unknown""]","[""unnamed-employee-of-south-gyeongsang-province-produce-distribution-center""]",An industrial robot is reported to have crushed a man to death in South Korea when it failed to differentiate the man from the boxes of produce it was handling.,Stacking robot fatally crushes employee in South Korea
603,02/07/2021,[3327],"[""state-governments"",""idaho-state-government"",""arkansas-state-government"",""washington-dc-government"",""pennsylvania-state-government"",""iowa-state-government"",""missouri-state-government""]","[""brant-fries"",""state-governments""]","[""disabled-people"",""elderly-people"",""low-income-people"",""larkin-seiler"",""tammy-dobbs""]","A healthcare algorithm designed to equitably distribute caregiving resources drastically cut care hours for the disabled and elderly, leading to significant hardships and harm. Initially developed for fair resource allocation, the system ultimately faced legal challenges for its inability to accurately assess individual needs, resulting in reduced essential care and raising ethical concerns about AI in healthcare decision-making.",Algorithmic Allocation of Resources in Healthcare for Disabled and Elderly Care Services Allegedly Harming Patients
608,28/02/2023,"[3348,3353,3354,3355,3356,3357,3358,3359,3360,3361,3362,3363,3364,3365,3366,3367,3368,3369,3370,3371,3639]","[""unitedhealthcare""]","[""navihealth""]","[""medicare-advantage-plan-patients"",""healthcare-providers-(doctors-and-therapists)"",""elderly-patients""]","UnitedHealthcare allegedly used a faulty AI algorithm with a 90% error rate to override doctors' recommendations and deny health coverage. This AI, developed by NaviHealth, reportedly led to premature discharge from care facilities and substantial out-of-pocket expenses for patients, according to a lawsuit filed in the District Court for Minnesota.",UnitedHealth Accused of Deploying  Allegedly Flawed AI to Deny Medical Coverage
611,06/12/2021,"[3399,3400,3401,3402,3403,3404,3405,3406,3407,3408,3409,3410,3411]","[""various-british-government-offices"",""home-office"",""department-for-work-and-pensions"",""british-government""]","[""home-office"",""department-for-work-and-pensions"",""british-government""]","[""romanians-in-the-united-kingdom"",""greeks-in-the-united-kingdom"",""bulgarians-in-the-united-kingdom"",""british-public"",""albanians-in-the-united-kingdom""]","The UK's Department for Work and Pensions (DWP) faced scrutiny after many Bulgarian nationals reported unexplained suspensions of their Universal Credit benefits. The MP for Edmonton raised concerns about potential nationality-based targeting for benefit fraud investigations, leading to poverty and homelessness among affected individuals. The Home Office's own equality impact assessment found it was flagging a disproportionate number of marriages from Greece, Albania, Bulgaria and Romania.",UK Government AI Allegedly Targets Disproportionate Numbers of Certain Nationals for Fraud Review
612,31/10/2023,"[3412,3429,3430,3431,3432,3433,3434,3435,3436,3437,3438,3439,3440,3441,3442,3443,3444]","[""microsoft""]","[""microsoft""]","[""the-guardian"",""family-of-lilie-james""]","An AI-generated poll by Microsoft, displayed alongside a Guardian article, inappropriately speculated on the cause of Lilie James's death, leading to public backlash and alleged reputational damage for The Guardian. Microsoft acknowledged the issue, subsequently deactivating such polls and revising its AI content policies.",Microsoft AI Poll Allegedly Causes Reputational Harm of The Guardian Newspaper
613,23/11/2023,[3422],"[""adobe-stock""]","[""various-ai-image-generators""]","[""general-public"",""journalistic-integrity"",""news-sources""]","AI-generated images available through Adobe Stock, depicting realistic but fictional scenes of real-world events like wars and protests, have raised significant ethical concerns. These images blurred the lines between reality and fiction in journalistic contexts, prompting Adobe Stock to ""crack down on AI-generated images that seem to depict real, newsworthy events and take new steps to prevent its images from being used in misleading ways.""",AI-Generated Images Available through Adobe Stock Misrepresent Real-World Events
614,02/11/2023,[3445],"[""james-guthrie""]","[""google-bard""]","[""james-guthrie"",""james-guthrie's-co-authors"",""parliament-of-australia"",""kpmg"",""deloitte""]","Australian academics reportedly used Google Bard AI to generate case studies for a parliamentary inquiry, leading to false allegations against major consultancy firms. The AI-generated misinformation prompted an apology from the academics, causing reputational harm for all parties involved and raising concerns about the reliability of AI tools in producing accurate and unbiased information.",Google Bard Allegedly Generates False Allegations Against Consulting Firms Used in Research Presented in Australian Parliamentary Inquiry
615,13/06/2023,"[3446,3496,3497,3498]","[""zachariah-crabill""]","[""openai"",""chatgpt""]","[""zachariah-crabill's-client"",""zachariah-crabill"",""legal-system""]","A Colorado Springs attorney, Zachariah Crabill, mistakenly used hallucinated ChatGPT-generated legal cases in court documents. The AI software provided false case citations, leading to the denial of a motion and legal repercussions for Crabill, highlighting risks in using AI for legal research.",Colorado Lawyer Filed a Motion Citing Hallucinated ChatGPT Cases
616,27/11/2023,"[3448,3452,3453,3454,3455,3456,3457,3458,3459,3460,3461,3462,3463,3464,3465,3466,3467,3468,3469,3470,3471,3472,3473,3474,3475,3476,3477,3478,3479,3480,3481,3482,3483,3484,3485,3486,3487,3488,3489,3490,3491,3492,3493]","[""the-arena-group"",""sports-illustrated""]","[""unknown""]","[""general-public"",""readers-of-sports-illustrated"",""journalistic-integrity""]","Sports Illustrated, managed by The Arena Group, allegedly used AI-generated authors and content, compromising journalistic integrity. Profiles of these fictitious authors, complete with AI-generated headshots, appeared alongside articles, misleading readers. The issue was exposed when inconsistencies in author identities and writing quality were noticed, leading to the removal of this content from the publication's website.",Sports Illustrated Is Alleged to Have Used AI to Invent Fake Authors and Their Articles
618,14/12/2023,"[3499,3565,3566]","[""federal-navy-credit-union""]","[""unknown-developer-of-automated-underwriting-technology""]","[""federal-navy-credit-union-customers""]","Navy Federal Credit Union, serving military members and veterans, faced allegations of racial bias in its mortgage approval process, which relies on automated underwriting technology. In 2022, data revealed significant disparities in loan approvals, with over 50% of Black applicants denied, compared to higher approval rates for white applicants.",Navy Federal Credit Union Faces Allegations of Racial Bias in Mortgage Approvals
619,20/12/2023,"[3500,3503,3504,3505,3506,3507,3508,3509,3510,3511,3512,3514,3540,3541]","[""rite-aid""]","[""unnamed""]","[""rite-aid-customers-who-were-women"",""rite-aid-customers-who-were-minorities"",""rite-aid-customers""]","Rite Aid used facial recognition technology from October 2012 to July 2020, allegedly leading to disproportionate misidentifications of women, Black, Latino, and Asian shoppers as ""likely"" shoplifters. The FTC settlement prohibits Rite Aid from using this technology in stores for five years.",Rite Aid Facial Recognition Disproportionately Misidentified Minority Shoppers as Shoplifters
620,10/11/2021,"[3513,3515,3516,3517,3518]","[""tesla""]","[""tesla""]","[""tesla-workers"",""tesla-engineer""]","A Tesla manufacturing robot at the Giga Texas factory is reported to have malfunctioned, injuring an engineer. The robot, which was designed for handling car parts, is described as having caused a significant open wound in the engineer. This incident occurred in the context of broader safety concerns at the factory, with evidence suggesting underreporting of workplace accidents. The 2021 incident highlights the risks associated with robotic automation in industrial settings.",A Robot at a Tesla Factory in Texas Allegedly Injured an Engineer
622,18/12/2023,"[3520,3534,3535,3536,3537,3538]","[""general-motors"",""chevrolet-of-watsonville"",""chatgpt""]","[""openai"",""general-motors"",""fullpath""]","[""general-motors"",""chevrolet-of-watsonville""]","A Chevrolet dealer's AI chatbot, powered by ChatGPT, humorously agreed to sell a 2024 Chevy Tahoe for just $1, following a user's crafted prompt. The chatbot's response, ""That's a deal, and that's a legally binding offer '€œ no takesies backsies,"" was the result of the user manipulating the chatbot's objective to agree with any statement. The incident highlights the susceptibility of AI technologies to manipulation and the importance of human oversight.",Chevrolet Dealer Chatbot Agrees to Sell Tahoe for $1
623,12/12/2023,"[3522,3524,3525,3526,3527,3528,3529,3530,3531,3532,3543,3793]","[""michael-cohen"",""david-m.-schwartz""]","[""google-bard"",""google""]","[""michael-cohen"",""david-m.-schwartz""]","Michael Cohen, former lawyer for Donald Trump, claims to have used Google Bard, an AI chatbot, to generate legal case citations. These false citations were unknowingly included in a court motion by Cohen's attorney, David M. Schwartz. The AI's misuse highlights emerging risks in legal technology, as AI-generated content increasingly infiltrates professional domains.",Google Bard Allegedly Generated Fake Legal Citations in Michael Cohen Case
630,22/01/2022,"[3604,3611,3617]","[""macy's""]","[""unknown"",""macy's""]","[""harvey-murphy-jr""]","Harvey Murphy Jr. was wrongfully accused of robbing a Sunglass Hut due to an alleged misidentification by the facial recognition system operated by Macy's. While in custody for ten days, he was sexually assaulted. He is now suing Macy's, EssilorLuxottica (Sunglass Hut's parent), and others, for $10 million.",Alleged Macy's Facial Recognition Error Leads to Wrongful Arrest and Subsequent Sexual Assault in Jail
631,18/01/2024,"[3605,3616]","[""dpd""]","[""dpd""]","[""ashley-beauchamp"",""dpd""]","DPD's AI chatbot, used for customer service,  appeared to malfunction following a system update, leading to inappropriate responses including swearing and criticizing the company. The incident, which became viral on social media, occurred after the chatbot was updated, prompting DPD to disable the malfunctioning AI component.",Chatbot for DPD Malfunctioned and Swore at Customers and Criticized Its Own Company
633,28/01/2024,"[3614,3638,3640,3648,3649,3650,3651,3653,3655,3707,3708,3709,3710,3711,3712,3713,3714]","[""nine-network""]","[""adobe""]","[""georgie-purcell""]","The Nine Network used Photoshop's Generative Expand AI tool to resize an image of lawmaker Georgie Purcell, inadvertently altering her attire to appear more revealing. This error, claimed to result from the AI's automation, led to public criticism and an apology from the network.",Nine Network's AI Alters Lawmaker Georgie Purcell's Image Inappropriately
637,31/01/2024,[3654],"[""chicago-police-department""]","[""soundthinking"",""shotspotter""]","[""general-public"",""chicago-residents"",""chicago-minority-communities""]","SoundThinking's (formerly ShotSpotter's) system in Chicago, with a reported 47% accuracy rate for detecting actual gunshots, led to potential public safety risks by failing to alert police to real shootings, possibly delaying emergency response to violent incidents and misdirecting law enforcement resources.",Gunshot Detection Technology ShotSpotter (now SoundThinking) Reportedly Only Has 47% Accuracy in Chicago System
639,11/11/2022,"[3673,3674,3731,3968,5314,6091]","[""air-canada""]","[""air-canada""]","[""jake-moffatt""]","A Canadian small claims tribunal reportedly ordered Air Canada to pay $812.02 in damages and court fees after its website chatbot allegedly provided inaccurate information about bereavement fare eligibility, leading a customer to overpay for flights. The tribunal reportedly found the airline responsible for information presented by its chatbot, rejecting the argument that the chatbot was a separate legal entity, and characterized the error as negligent misrepresentation.","Air Canada Chatbot Reportedly Provides Inaccurate Bereavement Fare Information, Leading to Customer Overpayment"
662,02/04/2024,"[3806,3861]","[""washington-state's-lottery""]","[""washington-state's-lottery""]",[],"An AI-powered website by Washington State's Lottery is reported to have inadvertently produced a softcore pornographic image of a user, leading to the site's immediate shutdown out of caution.",Washington State's Lottery AI Site Reportedly Generates Inappropriate User Image
665,02/04/2024,"[3817,3875]","[""foodstuffs"",""new-world-westend""]","[""foodstuffs""]","[""te-ani-solomon"",""maori-community""]","A facial recognition system at New World Westend supermarket misidentified a MÃ„Âori woman as a known offender during its trial. The woman was wrongfully accused of trespassing and experienced public embarrassment, raising concerns about racial bias and the technology's accuracy. The supermarket acknowledged its error and apologized.",Facial Recognition Misidentification at New World Westend in New Zealand
685,24/04/2024,[3853],"[""who"",""s.a.r.a.h.-(smart-ai-resource-assistant-for-health)""]","[""who""]","[""general-public"",""people-seeking-medical-advice""]","The WHO's AI-powered health advisor, S.A.R.A.H. (Smart AI Resource Assistant for Health), is alleged to provide inconsistent and inadequate health information. The bot reportedly gives contradictory responses to the same queries, fails to offer specific contact details for healthcare providers, and inadequately handles severe mental health crises, often giving irrelevant or unhelpful advice.",The WHO's S.A.R.A.H. Bot Reported to Provide Inconsistent and Inadequate Health Information
691,25/05/2024,"[3886,3887]","[""home-bargains""]","[""facewatch""]","[""sara"",""home-bargains-customers"",""general-public""]","A facial-recognition software used by the British variety store Home Bargains is alleged to have misidentified ""Sara"" as a shoplifter, leading to staff searching her bag, escorting her from the premises, and banning her from the store. After, Facewatch is reported to have admitted its error to Sara. Facewatch is used by a number of different British stores.",Facewatch Reported to Have Wrongfully Flagged Home Bargains Customer as Shoplifter
692,01/02/2024,"[3888,3889,5100]","[""metropolitan-police-service""]","[""metropolitan-police-service""]","[""shaun-thompson"",""general-public""]","Sometime in February 2024, Shaun Thompson is reported to have walked by one of the London Metropolitan Police's facial recognition technology vans near London Bridge. He was almost immediately arrested because the technology is reported to have misidentified him as a suspect in an unrelated and unspecified crime.",London Metropolitan Police's Facial Recognition Technology Reportedly Misidentified Shaun Thompson as Suspect Leading to Arrest
699,23/05/2024,"[3901,4174]","[""department-of-veterans-affairs-(va)""]","[""department-of-veterans-affairs-(va)""]","[""veterans"",""survivors-of-military-sexual-trauma"",""female-veterans""]","An AI program named REACH VET, designed and used by the Department of Veterans Affairs (VA) to prevent veteran suicides, was reportedly found to prioritize white men while neglecting female veterans and survivors of military sexual trauma. This oversight persists despite rising suicide rates among these groups. The incident is an example of algorithmic bias and the exclusion of critical risk factors for female veterans.",VA Suicide Prevention Algorithm REACH VET Reportedly Prioritizes Men Over Women Veterans
708,26/05/2024,[3922],"[""judiciary-of-italy""]","[""unnamed-automated-transcription-software-developer""]","[""roberto-spinelli"",""paolo-emilio-signorini"",""italian-general-public"",""giovanni-toti"",""genoa-prosecutor's-office""]","A reported AI transcription software error in a Genoa bribery investigation is alleged to have incorrectly recorded ""illicit financing"" instead of ""licit financing,"" which could have significantly impacted the case. The mistake was discovered during a review and is an example of the risks of relying on AI in judicial settings.",Reportedly Faulty AI Transcription Threatens Integrity of Genoa Bribery Probe
714,29/03/2024,"[3931,3932]","[""new-york-city-government"",""eric-adams-administration""]","[""microsoft"",""new-york-city-office-of-technology-and-innovation""]","[""new-york-city-small-business-owners"",""new-york-city-landlords-and-tenants"",""new-york-city-employers-and-employees"",""eric-adams-administration""]","New York City's chatbot, launched under Mayor Eric Adams's plan to assist businesses, has been reportedly providing dangerously inaccurate legal advice. The Microsoft-powered bot allegedly informed users that landlords can refuse Section 8 vouchers and that businesses can operate cash-free, among other falsehoods. The city acknowledges the chatbot is a pilot program and commits to improvements while the errors are addressed.",Microsoft-Powered New York City Chatbot Advises Illegal Practices
716,21/04/2021,[3934],"[""brookdale-senior-living""]","[""brookdale-senior-living""]","[""louise-walker"",""residents-of-brookdale-facilities"",""families-of-residents-of-brookdale-facilities"",""staff-members-of-brookdale-facilities""]","Brookdale Senior Living's algorithm-based staffing system, ""Service Alignment,"" reportedly left facilities understaffed, leading to critical incidents. For example, on April 21, 2021, Louise Walker, a resident at Brookdale's Jacksonville facility, died after falling and being left unattended for over two hours. State investigators cited Brookdale for medical neglect. The algorithm has been linked to multiple incidents of neglect, injuries, and deaths, prompting lawsuits.",Algorithmic Staffing Failures Linked to Resident Deaths at Leading Assisted-Living Chain Brookdale
722,25/04/2024,[3940],"[""catholic-answers""]","[""catholic-answers""]","[""general-public"",""catholics""]","Catholic advocacy group Catholic Answers released an AI priest called ""Father Justin,"" which misleadingly claimed to be a real clergy member, offered sacraments, and provided controversial advice. After receiving criticism, the group rebranded the chatbot as a lay theologian to correct the misrepresentation. The incident is an instructive case with respect to deploying AI in sensitive contexts and the potential for causing confusion and harm.","Catholic AI Chatbot 'Father Justin' Claimed to Be a Real Priest, Prompting Retraction"
731,01/12/2023,"[3952,5064,5065,5067]","[""developers-using-ai-generated-suggestions"",""bar-lanyado""]","[""openai"",""meta"",""google"",""deepseek-ai"",""cohere"",""bigscience""]","[""users-downstream-of-software-contaminated-by-hallucinated-packages"",""trust-in-open-source-repositories-and-ai-assisted-coding-tools"",""software-ecosystems"",""organizations-that-incorporated-fake-dependencies"",""developers-and-businesses-incorporating-ai-suggested-packages"",""alibaba""]","Large language models have reportedly hallucinated non-existent software package names, some of which were subsequently uploaded to public repositories and incorporated into real codebases. In one case, a package named huggingface-cli, which was purported to have been originally suggested by an AI model, was downloaded more than 15,000 times. This dynamic enables what security researchers have termed ""slopsquatting,"" in which attackers register hallucinated package names and introduce potential malware into software supply chains.",Purportedly Hallucinated Software Packages with Potential Malware Reportedly Downloaded Thousands of Times by Developers
733,09/06/2024,"[3954,3957]","[""usaa"",""toyota"",""progressive"",""myradar"",""life360"",""general-motors"",""geico"",""csaa"",""connected-analytic-services"",""arity"",""allstate""]","[""myradar"",""life360"",""connected-analytic-services"",""arity""]","[""privacy-conscious-individuals"",""people-with-poor-credit-scores"",""lower-income-workers"",""drivers-unaware-of-data-collection"",""consumers-affected-by-insurance-rates"",""life360-users"",""myradar-users""]","The insurance industry allegedly uses AI and telematics to score drivers based on behaviors tracked by automakers and apps like Life360. Data, often collected without clear consent, may affect insurance rates and raises privacy concerns. Consumers are largely unaware of this surveillance, leading to potential misuse and discrimination based on driving habits or socioeconomic factors.",Auto Insurers Allegedly Are Surreptitiously Collecting and Scoring Driver Data
738,23/06/2024,"[3963,3969,3971,3972,3976]","[""department-for-work-and-pensions-(dwp)""]","[""department-for-work-and-pensions-(dwp)""]","[""uk-general-public"",""uk-housing-benefit-claimants""]","A Department for Work and Pensions (DWP) algorithm wrongly flagged over 200,000 UK housing benefit claims as high risk, resulting in unnecessary investigations. Two-thirds of these flagged claims were legitimate, causing wasted public funds and stress for claimants. Despite initial success in a pilot, the algorithm's real-world performance fell short. This incident highlights the risks of overreliance on automated systems in welfare administration.","Department for Work and Pensions (DWP) Algorithm Wrongly Flags 200,000 for Housing Benefit Fraud"
740,10/07/2024,[3970],"[""department-for-work-and-pensions-(dwp)""]","[""department-for-work-and-pensions-(dwp)""]","[""single-mothers"",""british-single-mothers""]","Researchers have argued that the Department for Work and Pensions' Universal Credit system disproportionately impacts single mothers. Automated processes in the system, designed to determine eligibility and detect fraud, are reported to have introduced biases, leading to financial instability and hardship. The algorithms allegedly miscalculate earnings and delay childcare reimbursements, in turn exacerbating income volatility and debt among single mothers.",Department for Work and Pensions (DWP) AI Systems Allegedly Discriminate Against Single Mothers
